"trip_duration","distance_traveled","num_of_passengers","fare","tip","miscellaneous_fees","total_fare","surge_applied"
1875,8.71,1,176.25,0,6,182.25,0
213,1.17,1,33.75,0,9.75,43.5,0
219,1.13,1,37.5,8,13,58.5,0
406,2.27,1,56.25,16,5.60000000000001,77.85,0
978,4.01,1,90,8,5.5,103.5,0
845,3.56,1,82.5,18,5.7,106.2,0
533,2.78,1,60,0,13.5,73.5,0
434,1.61,1,48.75,0,6,54.75,0
565,2.62,2,63.75,20,33.7,117.45,1
696,4.02,1,78.75,34,33.875,146.625,1
383,1.93,1,48.75,15,6,69.75,0
366,2.11,2,52.5,12,10.2,74.7,0
862,3.57,1,82.5,9,9.75,101.25,0
321,0.9,2,37.5,13,13.25,63.75,0
2452,5.76,1,187.5,50,13.75,251.25,0
2818,15.13,1,273.75,0,6,279.75,0
1506,6.95,2,135,0,6,141,0
983,6.86,1,116.25,0,13.5,129.75,0
752,5.44,1,93.75,0,26.625,120.375,1
960,2.25,2,82.5,16,26.975,125.475,1
2555,5.04,1,198.75,0,9.75,208.5,0
732,3.7,1,78.75,23,33.7,135.45,1
340,2.06,1,48.75,0,9.75,58.5,0
752,3.77,1,82.5,8,5.5,96,0
790,2.24,1,67.5,24,13.8,105.3,0
245,0.51,1,30,7,6.2,43.2,0
431,2.37,1,52.5,0,6,58.5,0
379,1.9,1,48.75,0,6,54.75,0
220,1.22,5,37.5,14,34.45,85.95,1
865,9.37,2,142.5,0,9.75,152.25,0
487,1.79,1,52.5,0,6,58.5,0
1346,6.98,1,127.5,19,13.25,159.75,0
1265,3.73,1,105,0,13.5,118.5,0
1821,18.35,3,450,157,71.6,678.6,1
797,3.41,1,78.75,21,26.7,126.45,1
771,12.34,5,165,29,30.7,224.7,1
275,1.11,1,37.5,9,5.7,52.2,0
837,4.52,1,93.75,25,5.90000000000001,124.65,0
1203,14.76,1,285,60,2.25,347.25,0
391,1.95,1,48.75,0,6,54.75,0
1113,3.8,1,97.5,26,34.45,157.95,1
360,1.82,1,45,14,26.95,85.95,1
361,1.13,1,41.25,0,6,47.25,0
906,5.65,1,105,30,13.125,148.125,0
697,2.38,1,67.5,8,26.125,101.625,1
682,4.12,1,78.75,0,26.625,105.375,1
372,6.34,1,93.75,0,26.625,120.375,1
627,3.7,1,75,20,26.95,121.95,1
84133,4.75,1,120,29,26.95,175.95,1
1727,16.51,1,236.25,53,30.7,319.95,1
653,2.46,1,67.5,0,26.625,94.125,1
873,2.74,1,78.75,8,26.125,112.875,1
432,3.38,1,63.75,0,6,69.75,0
532,3.11,1,63.75,14,26.2,103.95,1
1887,6.57,1,75,0,2.25,77.25,0
217,0.93,1,33.75,0,6,39.75,0
452,2.61,1,56.25,12,6.45,74.7,0
61,0.26,1,22.5,0,9.75,32.25,0
841,3.85,2,86.25,25,13.4,124.65,0
1118,5.81,1,112.5,0,2.25,114.75,0
292,1.83,1,45,12,13.2,70.2,0
1388,9.5,1,157.5,46,26.375,229.875,1
763,2.22,1,67.5,16,13.7,97.2,0
1122,2.85,1,90,0,6,96,0
231,1.5,1,37.5,10,13.7,61.2,0
560,1.83,1,56.25,9,13.575,78.825,0
900,6.28,1,105,24,13.2,142.2,0
1005,4.38,1,97.5,21,5.7,124.2,0
815,3.46,1,82.5,15,13.5,111,0
828,3.32,1,78.75,0,6,84.75,0
368,1.93,1,48.75,12,9.375,70.125,0
2115,26.55,1,356.25,38,82.75,477,1
854,8.69,1,135,0,26.625,161.625,1
903,2.96,1,82.5,18,10.2,110.7,0
123,0.72,6,26.25,75,9.75,111,0
961,6.95,1,116.25,29,26.2,171.45,1
2188,5.6,1,172.5,8,26.125,206.625,1
1849,10.01,3,180,43,33.95,256.95,1
403,2.46,1,56.25,13,9.95,79.2,0
1022,3.99,1,93.75,12,26.625,132.375,1
471,2.49,1,56.25,0,13.5,69.75,0
415,1.93,1,52.5,13,13.625,79.125,0
1878,8.21,1,176.25,36,6.375,218.625,0
674,2.8,1,63.75,7,5.97500000000001,76.725,0
163,0.8,1,30,0,6,36,0
538,2.75,1,60,16,6.5,82.5,0
701,3.09,3,71.25,8,5.5,84.75,0
902,5.79,1,101.25,27,34.125,162.375,1
468,2.9,1,60,0,9.75,69.75,0
126,0.74,1,30,0,6,36,0
554,2.09,1,60,0,6,66,0
550,2.12,1,60,13,6.2,79.2,0
535,2.01,1,56.25,12,6.45,74.7,0
994,6.76,1,127.5,0,6,133.5,0
2333,10.8,1,206.25,0,6,212.25,0
204,1.53,1,37.5,9,10.2,56.7,0
952,3.77,1,90,23,26.95,139.95,1
1106,12.3,5,176.25,0,13.5,189.75,0
362,1.48,1,45,13,5.75,63.75,0
593,1.43,1,60,0,6,66,0
916,2.54,1,78.75,8,6.47499999999999,93.225,0
1280,4.73,1,112.5,0,6,118.5,0
274,0.64,1,37.5,0,6,43.5,0
538,2.69,3,63.75,21,5.925,90.675,0
940,6.31,1,108.75,20,26.95,155.7,1
873,2.99,1,78.75,0,6,84.75,0
1236,11.86,1,168.75,0,26.625,195.375,1
1733,13.18,1,217.5,0,6,223.5,0
2536,9.66,1,210,47,26.875,283.875,1
479,3.25,2,60,15,6,81,0
785,8.38,1,127.5,0,6,133.5,0
379,1.48,1,45,8,26.125,79.125,1
988,2.41,2,86.25,0,6,92.25,0
1321,3.25,1,108.75,0,6,114.75,0
773,4.86,1,86.25,0,6,92.25,0
2009,6.15,1,165,0,26.625,191.625,1
417,1.93,1,52.5,18,10.125,80.625,0
580,2.03,1,60,16,6.5,82.5,0
1725,10.93,1,191.25,49,55.4,295.65,0
1048,3.7,1,97.5,21,5.625,124.125,0
600,2.7,1,63.75,0,13.5,77.25,0
617,3.25,1,71.25,10,26.375,107.625,1
1480,7.07,1,138.75,30,9.45000000000002,178.2,0
350,1.71,1,45,10,6.2,61.2,0
999,4.01,1,93.75,0,6,99.75,0
1596,12.15,6,180,0,9.75,189.75,0
395,1.87,1,48.75,0,6,54.75,0
268,2.06,1,45,10,6.2,61.2,0
944,5.38,2,101.25,26,30.7,157.95,1
556,2.56,1,60,13,6.2,79.2,0
690,1.42,1,63.75,14,5.95,83.7,0
628,4.39,1,78.75,17,5.95,101.7,0
767,2.93,1,75,0,6,81,0
1481,7.56,1,142.5,34,26.45,202.95,1
722,2.25,1,60,0,6,66,0
463,1.54,1,52.5,0,6,58.5,0
602,5.55,1,90,0,9.75,99.75,0
734,2.49,1,71.25,0,6,77.25,0
1415,8.96,1,150,0,30.375,180.375,1
396,1.77,1,48.75,11,5.875,65.625,0
76,0.26,1,22.5,0,13.5,36,0
682,2.25,1,67.5,8,26.125,101.625,1
1131,4.25,1,97.5,0,9.75,107.25,0
709,2.74,1,71.25,25,13.625,109.875,0
928,10.54,1,153.75,0,58.875,212.625,0
469,2.8,1,90,0,2.25,92.25,0
624,4.22,1,82.5,22,6.125,110.625,0
492,2,2,52.5,0,6,58.5,0
199,0.85,1,30,9,13.2,52.2,0
539,1.75,1,56.25,0,6.00000000000001,62.25,0
1038,2.25,1,86.25,30,13.425,129.675,0
782,2.98,2,78.75,0,6,84.75,0
899,4.84,1,97.5,21,5.7,124.2,0
364,2.37,1,52.5,0,9.75000000000001,62.25,0
226,1.17,1,37.5,0,6,43.5,0
392,1.54,1,48.75,0,6,54.75,0
889,5.79,1,105,0,26.625,131.625,1
78,0.53,1,133.5,0,2.25,135.75,0
3251,31.17,5,525,0,51.375,576.375,0
1428,9.67,1,153.75,0,13.5,167.25,0
371,2.91,1,60,13,9.27500000000001,82.275,0
876,10.86,1,150,15,6,171,0
224,1.21,1,37.5,13,26.45,76.95,1
232,1.03,1,33.75,0,6,39.75,0
578,3.27,1,67.5,0,26.625,94.125,1
1183,5.73,1,116.25,24,6.44999999999999,146.7,0
934,3.57,1,82.5,19,13.7,115.2,0
3600,11.38,1,266.25,0,9.75,276,0
239,0.89,1,33.75,0,6,39.75,0
320,3.51,1,56.25,0,6.00000000000001,62.25,0
151,1.13,1,33.75,16,30.425,80.175,1
466,8.74,1,120,15,26.625,161.625,1
383,3.12,1,56.25,17,30.7,103.95,1
2044,8.98,1,187.5,43,26.45,256.95,1
262,1.63,1,41.25,14,6.175,61.425,0
940,3.73,1,90,0,26.625,116.625,1
661,13.29,1,172.5,46,54.65,273.15,0
716,8.13,1,900,180,2.70000000000005,1082.7,0
678,2.51,1,67.5,0,6,73.5,0
409,1.95,1,48.75,11,5.95,65.7,0
545,4.02,1,71.25,20,30.7,121.95,1
1369,12.36,5,180,43,33.95,256.95,1
418,1.77,2,48.75,11,5.875,65.625,0
1735,3.91,1,138.75,0,6,144.75,0
480,1.74,1,52.5,8,33.625,94.125,1
1061,4.18,1,97.5,22,13.625,133.125,0
353,1.72,1,45,15,13.125,73.125,0
581,1.43,1,56.25,0,13.5,69.75,0
549,5.83,2,90,0,13.5,103.5,0
449,2.09,1,52.5,12,10.2,74.7,0
478,2.43,1,56.25,27,34.275,117.525,1
760,4.59,1,86.25,0,9.75,96,0
674,4.83,2,82.5,22,26.375,130.875,1
431,2.99,1,56.25,16,5.60000000000001,77.85,0
1722,5.66,1,142.5,30,5.70000000000002,178.2,0
714,2.16,1,67.5,16,13.7,97.2,0
857,5.42,3,101.25,0,6,107.25,0
1215,3.72,1,108.75,0,6,114.75,0
603,1.77,1,60,0,6,66,0
377,1.03,1,41.25,7,6.05,54.3,0
508,2.37,1,60,14,9.7,83.7,0
307,1.34,1,41.25,0,6,47.25,0
804,3.04,1,78.75,32,26.275,137.025,1
1138,4.52,1,105,22,6.20000000000002,133.2,0
444,2.66,1,56.25,17,26.2,99.45,1
1217,5.63,1,120,29,26.875,175.875,1
816,2.72,1,75,0,6,81,0
436,2.78,1,60,38,29.875,127.875,1
984,3.52,1,90,23,26.95,139.95,1
516,1.72,1,52.5,15,6,73.5,0
162,1.05,1,30,0,9.75,39.75,0
850,2.96,1,97.5,20,2.2,119.7,0
84144,1.27,1,48.75,0,13.5,62.25,0
1109,9.11,1,146.25,35,26.2,207.45,1
815,4.78,2,93.75,0,6,99.75,0
494,1.66,1,56.25,18,34.2,108.45,1
493,1.61,1,52.5,0,6,58.5,0
2044,8.21,1,180,0,6,186,0
351,1.5,1,45,0,26.625,71.625,1
1596,10.75,1,168.75,22,27.125,217.875,1
432,1.75,1,45,0,6,51,0
440,1.72,1,52.5,0,9.75000000000001,62.25,0
839,3.94,1,82.5,18,5.7,106.2,0
325,1.19,1,41.25,0,6,47.25,0
827,3.06,1,78.75,0,6,84.75,0
570,3.72,1,127.5,0,2.25,129.75,0
294,1.21,1,37.5,0,13.5,51,0
2131,11.83,1,202.5,0,26.625,229.125,1
1679,7.31,5,146.25,0,26.625,172.875,1
482,3.17,1,60,17,26.95,103.95,1
457,5.23,1,78.75,26,26.95,131.7,1
382,1.69,1,48.75,16,30.2,94.95,1
346,2.4,1,48.75,12,13.95,74.7,0
2892,15.61,1,277.5,0,6,283.5,0
929,2.57,1,78.75,21,6.15000000000001,105.9,0
563,1.71,2,52.5,0,6,58.5,0
982,6.41,1,116.25,0,55.125,171.375,0
492,2.77,1,63.75,11,6.25,81,0
400,1.92,1,48.75,0,6,54.75,0
1079,11.59,1,165,57,27.075,249.075,1
6424,14.02,1,465,0,6,471,0
84,0.47,1,22.5,0,6,28.5,0
582,2.22,1,63.75,15,13.95,92.7,0
1615,20.05,1,255,0,13.5,268.5,0
347,1.3,1,41.25,16,13.925,71.175,0
953,2.25,1,86.25,15,26.625,127.875,1
656,1.66,1,63.75,0,6,69.75,0
1489,5.31,1,127.5,19,33.875,180.375,1
1116,3.19,1,101.25,0,13.5,114.75,0
86183,9.48,1,221.25,12,27,260.25,1
126,1.13,2,30,0,6,36,0
415,2.09,1,52.5,0,6,58.5,0
564,2.38,1,75,0,2.25,77.25,0
804,2.86,1,78.75,0,26.625,105.375,1
800,2.25,1,75,20,6.25,101.25,0
500,2.09,1,56.25,10,14,80.25,0
442,1.88,1,52.5,0,9.75000000000001,62.25,0
526,2.09,1,56.25,0,6.00000000000001,62.25,0
401,2.9,1,52.5,0,9.75000000000001,62.25,0
1090,11.47,1,168.75,56,55.075,279.825,0
156,0.47,1,26.25,8,13.45,47.7,0
36,0.26,1,187.5,8,1.75,197.25,0
1166,3.86,1,101.25,19,26.375,146.625,1
744,3.65,1,78.75,0,6,84.75,0
506,0.98,1,52.5,0,6,58.5,0
764,2.78,1,75,0,6,81,0
364,1.14,1,41.25,0,6,47.25,0
223,0.84,1,33.75,8,5.95,47.7,0
862,5.75,1,101.25,26,26.2,153.45,1
1085,6.68,1,120,26,9.70000000000002,155.7,0
622,2.14,1,63.75,0,6,69.75,0
582,2.62,1,63.75,0,6,69.75,0
1920,8.3,1,176.25,0,26.625,202.875,1
509,2.08,1,56.25,0,6.00000000000001,62.25,0
191,1.17,1,33.75,12,5.925,51.675,0
1847,6.29,2,153.75,36,26.7,216.45,1
404,2.11,2,52.5,0,6,58.5,0
2408,7.44,2,150,0,2.25,152.25,0
581,2.27,1,60,13,6.2,79.2,0
1840,8.47,1,172.5,0,6,178.5,0
825,3.17,1,82.5,0,13.5,96,0
1776,7.89,1,157.5,15,26.625,199.125,1
672,2.01,1,63.75,14,5.95,83.7,0
827,3.7,1,82.5,9,6,97.5,0
412,2.46,1,52.5,17,34.45,103.95,1
1343,3.96,1,116.25,0,6,122.25,0
314,2.3,1,45,11,30.7,86.7,1
725,0.39,1,63.75,0,6,69.75,0
501,2.75,2,63.75,0,9.75,73.5,0
958,4.86,1,97.5,25,26.45,148.95,1
526,6.47,1,97.5,32,32.65,162.15,0
1084,4.99,1,105,0,13.5,118.5,0
179,0.64,1,30,0,6,36,0
1209,3.54,1,105,22,6.20000000000002,133.2,0
674,2.27,6,63.75,0,26.625,90.375,1
849,3.22,1,82.5,18,5.7,106.2,0
300,1.19,1,41.25,0,13.5,54.75,0
200,0.97,1,33.75,8,5.95,47.7,0
816,4.02,1,86.25,24,34.125,144.375,1
541,2.85,1,63.75,0,13.5,77.25,0
1075,3.88,1,97.5,15,13.5,126,0
2153,22.8,1,315,0,9.75,324.75,0
345,1.61,1,45,0,6,51,0
1555,8.38,1,157.5,0,6,163.5,0
571,2.93,1,63.75,8,33.625,105.375,1
650,2.24,1,67.5,22,6.05,95.55,0
583,2.4,1,63.75,0,6,69.75,0
1228,4.67,1,108.75,0,34.125,142.875,1
1062,6.44,1,112.5,30,6,148.5,0
516,2.16,1,52.5,0,6,58.5,0
55,0.26,1,22.5,0,6,28.5,0
516,1.96,2,56.25,0,13.5,69.75,0
619,2.25,1,63.75,0,6,69.75,0
1032,7.72,1,123.75,0,9.75,133.5,0
197,0.84,1,30,0,9.75,39.75,0
1642,6.44,1,138.75,33,26.7,198.45,1
176,0.97,1,30,16,34.175,80.175,1
359,1.29,1,45,0,6,51,0
1125,5.2,1,108.75,23,5.94999999999999,137.7,0
632,2.78,1,67.5,0,6,73.5,0
576,2.12,1,56.25,9,6.3,71.55,0
573,3.89,1,71.25,15,30.375,116.625,1
357,2.09,1,48.75,11,5.95,65.7,0
621,5.68,1,97.5,0,6,103.5,0
669,2.74,1,67.5,0,34.125,101.625,1
2007,10.88,1,198.75,52,34.25,285,1
568,3.07,1,67.5,8,9.25,84.75,0
777,1.71,1,71.25,15,6.45,92.7,0
830,11.36,1,157.5,33,5.69999999999999,196.2,0
2771,7.35,1,210,0,26.625,236.625,1
971,11.81,1,168.75,36,9.44999999999999,214.2,0
604,2.41,1,60,14,9.7,83.7,0
547,1.83,1,56.25,12,6.45,74.7,0
1896,2.09,1,138.75,0,6,144.75,0
434,2.09,1,56.25,17,26.2,99.45,1
488,2.38,1,60,0,9.75,69.75,0
2630,13.2,1,255,22,27.125,304.125,1
2292,6.28,1,180,0,6,186,0
930,6.98,1,116.25,0,13.5,129.75,0
294,1.85,1,45,8,29.875,82.875,1
420,1.61,1,48.75,11,5.95,65.7,0
712,1.29,1,63.75,0,13.5,77.25,0
589,6.12,1,97.5,21,5.7,124.2,0
399,6.21,2,90,0,9.75,99.75,0
1357,8.21,1,150,33,13.2,196.2,0
452,2.57,1,56.25,0,6.00000000000001,62.25,0
809,8.45,1,123.75,0,9.75,133.5,0
414,2.35,1,52.5,13,13.7,79.2,0
655,2.01,1,60,0,6,66,0
405,1.93,2,48.75,0,30.375,79.125,1
353,1.56,1,45,0,6,51,0
385,2.32,1,48.75,11,5.95,65.7,0
1139,3.8,1,101.25,21,6.44999999999999,128.7,0
40,0.06,2,18.75,0,9.75,28.5,0
685,2.66,1,67.5,16,6.5,90,0
746,3.06,1,75,16,6.2,97.2,0
1056,7.56,1,135,32,26.95,193.95,1
409,2.08,1,48.75,15,9.375,73.125,0
1988,11.01,1,183.75,0,13.5,197.25,0
580,1.14,1,52.5,0,6,58.5,0
3,0.02,1,138.75,28,2.44999999999999,169.2,0
846,3.03,1,78.75,18,13.95,110.7,0
938,3.15,1,86.25,0,6,92.25,0
3248,26.39,1,393.75,0,26.625,420.375,1
220,0.03,1,30,0,6,36,0
1318,4.76,2,116.25,30,34.2,180.45,1
1072,6.29,1,112.5,28,26.45,166.95,1
1954,8.42,1,172.5,50,26.425,248.925,1
467,3.06,1,56.25,0,13.5,69.75,0
1104,7.08,1,123.75,0,6,129.75,0
502,1.43,2,52.5,0,6,58.5,0
441,1.24,1,48.75,15,26.7,90.45,1
452,2.06,1,52.5,12,10.2,74.7,0
520,1.93,1,56.25,0,9.75,66,0
771,4.02,2,82.5,17,34.6,134.1,1
1183,5.63,2,0,0,0,0,0
380,2.04,1,52.5,12,5.69999999999999,70.2,0
717,3.38,1,78.75,0,13.5,92.25,0
237,1.43,2,37.5,0,6,43.5,0
427,1.14,1,45,0,13.5,58.5,0
775,3.22,1,78.75,25,6.125,109.875,0
734,2.59,1,71.25,0,6,77.25,0
354,1.4,1,45,0,6,51,0
631,2.53,1,63.75,0,6,69.75,0
1023,3.06,2,82.5,0,9.75,92.25,0
2240,6.1,1,176.25,0,6,182.25,0
402,1.45,1,45,0,13.5,58.5,0
194,0.45,2,30,7,6.2,43.2,0
1272,7.74,1,187.5,0,2.25,189.75,0
384,1.03,1,41.25,0,13.5,54.75,0
1191,4.78,1,108.75,0,9.75,118.5,0
1729,8.14,5,161.25,0,26.625,187.875,1
256,1.11,1,37.5,9,10.2,56.7,0
1372,4.3,1,116.25,15,26.625,157.875,1
531,2.99,1,63.75,17,6.39999999999999,87.15,0
634,5.47,1,90,0,9.75,99.75,0
457,4.84,1,78.75,18,9.45,106.2,0
542,3.48,3,67.5,0,30.375,97.875,1
240,0.64,1,33.75,0,6,39.75,0
383,1.64,1,48.75,0,6,54.75,0
1261,7.19,1,138.75,39,54.9,232.65,0
1408,5.83,1,127.5,28,13.7,169.2,0
823,3.22,1,82.5,0,6,88.5,0
474,1.61,1,48.75,12,13.875,74.625,0
721,0.23,2,63.75,17,6.39999999999999,87.15,0
259,1.75,1,41.25,0,9.75,51,0
200,1.14,1,33.75,0,9.75,43.5,0
842,4.96,1,90,24,30.45,144.45,1
301,0.87,1,37.5,0,13.5,51,0
2336,32.19,2,412.5,84,10.2000000000001,506.7,0
771,2.88,1,78.75,17,5.95,101.7,0
578,2.53,3,60,13,6.2,79.2,0
609,2.74,1,67.5,15,6,88.5,0
1068,3.06,1,97.5,0,6,103.5,0
1125,5.2,2,112.5,0,13.5,126,0
2344,8.96,1,198.75,45,26.7,270.45,1
2925,16.56,1,307.5,0,6,313.5,0
827,10.3,1,150,15,26.625,191.625,1
571,2.25,1,60,0,6,66,0
399,2.09,1,48.75,17,10,75.75,0
788,7.71,1,120,31,33.95,184.95,1
906,3.36,1,82.5,0,6,88.5,0
1256,5.09,1,116.25,0,6,122.25,0
1951,10.72,1,195,44,26.95,265.95,1
623,2.99,1,67.5,0,13.5,81,0
659,3.17,1,67.5,15,26.625,109.125,1
1294,8.69,1,157.5,49,5.75,212.25,0
1538,9.83,1,157.5,75,26.625,259.125,1
487,1.71,1,52.5,0,13.5,66,0
1951,24.62,1,322.5,66,5.7000000000001,394.2,0
1334,11.99,1,183.75,42,26.7,252.45,1
401,2.75,2,56.25,0,9.75,66,0
6589,27.18,1,573.75,0,6,579.75,0
1022,8.8,1,138.75,0,26.625,165.375,1
1481,7.97,1,150,0,6,156,0
414,2.08,1,48.75,19,26.45,94.2,1
448,1.77,1,52.5,0,6,58.5,0
424,2.3,1,52.5,0,34.125,86.625,1
811,10.11,2,146.25,0,6,152.25,0
1144,5.47,1,108.75,0,34.125,142.875,1
1029,2.7,1,86.25,0,6,92.25,0
319,1.13,1,41.25,0,6,47.25,0
413,2.25,1,52.5,15,5.625,73.125,0
369,2.06,1,48.75,0,6,54.75,0
674,2.51,1,67.5,15,5.7,88.2,0
406,1.51,1,45,10,6.2,61.2,0
632,3.04,1,67.5,0,34.125,101.625,1
1990,6.24,6,161.25,38,26.2,225.45,1
688,3.14,1,71.25,8,5.72499999999999,84.975,0
1468,5.21,1,127.5,0,13.5,141,0
211,1,1,33.75,8,9.25,51,0
52,0.03,1,18.75,0,6,24.75,0
1367,5.31,1,120,0,26.625,146.625,1
794,13.34,1,180,0,9.75,189.75,0
852,2.17,1,75,16,6.2,97.2,0
652,2.8,2,67.5,15,5.7,88.2,0
249,1.58,1,41.25,0,9.75,51,0
1234,7.29,1,138.75,0,26.625,165.375,1
1286,1.93,1,101.25,0,13.5,114.75,0
852,3.12,1,78.75,21,26.7,126.45,1
932,3.32,1,86.25,20,13.45,119.7,0
183,0.82,1,30,0,6,36,0
328,1.13,1,37.5,9,5.625,52.125,0
1701,9.95,1,191.25,0,26.625,217.875,1
819,3.52,1,86.25,28,26.825,141.075,1
684,3.3,1,75,22,33.95,130.95,1
109,1.21,1,30,10,9.65,49.65,0
1094,3.06,1,93.75,0,6,99.75,0
522,2.74,1,60,14,29.95,103.95,1
510,2.27,1,60,0,6,66,0
84,0.47,1,22.5,0,9.75,32.25,0
775,3.12,2,75,1,5.60000000000001,81.6,0
2141,8.69,1,187.5,43,26.45,256.95,1
1306,6.08,1,127.5,0,6,133.5,0
985,4.49,1,97.5,0,26.625,124.125,1
1273,8.3,1,138.75,33,26.7,198.45,1
529,2.59,1,56.25,0,6.00000000000001,62.25,0
930,10.3,1,153.75,36,26.625,216.375,1
1825,6.12,1,146.25,35,26.2,207.45,1
366,2.48,1,52.5,15,5.625,73.125,0
719,6.28,1,105,26,26.875,157.875,1
300,1.58,1,45,11,9.7,65.7,0
531,4.46,1,78.75,0,6,84.75,0
844,2.64,1,78.75,15,26.625,120.375,1
631,1.93,0,63.75,20,33.7,117.45,1
589,2.51,1,63.75,0,13.5,77.25,0
2006,11.47,1,202.5,46,26.45,274.95,1
22,0.05,1,18.75,0,13.5,32.25,0
1919,14.02,1,412.5,0,2.25,414.75,0
449,1.3,1,75,0,2.25,77.25,0
252,1.5,1,41.25,0,6,47.25,0
615,3.01,1,67.5,18,6.375,91.875,0
532,1.63,1,56.25,0,6.00000000000001,62.25,0
272,1.35,1,41.25,10,9.95,61.2,0
929,3.22,1,82.5,22,26.375,130.875,1
541,3.06,1,63.75,0,9.75,73.5,0
475,2.86,2,60,8,26.125,94.125,1
391,2.46,2,52.5,13,13.7,79.2,0
107,4.35,1,22.5,0,13.5,36,0
338,1.45,1,41.25,8,5.5,54.75,0
656,2.9,4,67.5,0,13.5,81,0
311,2.09,1,45,17,13.75,75.75,0
829,2.98,1,78.75,0,6,84.75,0
127,0.8,1,30,0,6,36,0
1349,4.2,1,112.5,35,26.425,173.925,1
1371,7.52,1,123.75,32,33.7,189.45,1
658,2.75,1,67.5,18,6.375,91.875,0
1798,6.1,1,142.5,0,34.125,176.625,1
65,0.13,1,87.75,0,2.25,90,0
1120,3.54,1,97.5,0,26.625,124.125,1
2230,23.32,1,322.5,0,26.625,349.125,1
304,1.17,1,41.25,0,6,47.25,0
798,2.25,1,75,16,6.2,97.2,0
1910,12.44,1,202.5,11,6.25,219.75,0
65,0.23,1,22.5,0,6,28.5,0
543,2.24,1,56.25,10,14,80.25,0
1384,7.29,1,135,0,6,141,0
813,5.15,1,97.5,15,6,118.5,0
447,1.77,1,48.75,8,5.50000000000001,62.25,0
641,3.54,2,71.25,20,26.125,117.375,1
842,3.49,2,105,0,2.25,107.25,0
327,1.98,1,45,0,9.75,54.75,0
961,3.49,1,86.25,23,26.2,135.45,1
872,4.72,1,90,24,6,120,0
781,4.04,1,82.5,0,6,88.5,0
976,4.01,3,93.75,0,6,99.75,0
2179,20.62,1,292.5,65,29.95,387.45,1
2736,14.97,1,270,0,6,276,0
382,1.77,1,48.75,0,13.5,62.25,0
370,2.08,1,48.75,15,26.7,90.45,1
448,1.61,1,52.5,0,6,58.5,0
766,10.15,1,146.25,30,6.44999999999999,182.7,0
617,2.67,1,63.75,0,26.625,90.375,1
5146,26.6,1,457.5,0,26.625,484.125,1
1521,11.88,1,172.5,57,55.05,284.55,0
786,6.52,1,108.75,8,58.375,175.125,0
360,2.62,1,52.5,8,5.5,66,0
321,1.59,1,45,14,9.39999999999999,68.4,0
389,1.22,1,60,5,2.05,67.05,0
401,2.09,1,52.5,15,5.625,73.125,0
171,1.32,1,33.75,0,9.75,43.5,0
615,1.8,2,60,0,6,66,0
68,0.34,1,22.5,0,9.75,32.25,0
594,2.69,1,63.75,14,5.95,83.7,0
413,1.77,1,48.75,0,6,54.75,0
258,0.93,1,37.5,0,9.75,47.25,0
228,0.71,1,33.75,0,6,39.75,0
978,5.58,1,105,20,26.35,151.35,1
734,2.57,2,71.25,8,26.125,105.375,1
3071,16.45,2,285,0,13.5,298.5,0
2447,7.74,5,202.5,46,26.45,274.95,1
925,4.31,1,93.75,21,9.45,124.2,0
538,1.61,1,56.25,14,13.45,83.7,0
516,2.9,1,63.75,0,9.75,73.5,0
848,3.12,1,82.5,0,13.5,96,0
366,0.64,1,41.25,0,6,47.25,0
775,2.53,1,71.25,21,13.65,105.9,0
238,0.66,1,33.75,0,6,39.75,0
1445,4.23,1,116.25,0,13.5,129.75,0
264,1.45,1,41.25,10,9.95,61.2,0
819,7.42,1,116.25,8,26.125,150.375,1
285,1.64,1,37.5,10,13.7,61.2,0
965,10.99,1,375,38,22.375,435.375,1
288,1.32,2,41.25,11,13.45,65.7,0
650,2.61,1,63.75,30,9.75,103.5,0
535,2.25,1,60,11,10,81,0
479,0.45,1,48.75,0,6,54.75,0
1273,7.98,1,142.5,44,34.3,220.8,1
160,1.13,1,30,0,6,36,0
211,0.34,2,30,10,9.65,49.65,0
283,2.17,2,45,10,6.2,61.2,0
737,4.12,1,82.5,0,6,88.5,0
37,0.16,1,18.75,0,6,24.75,0
793,4.47,1,86.25,18,6.45,110.7,0
563,1.67,1,56.25,0,9.75,66,0
1095,17.54,2,337.5,68,2.19999999999999,407.7,0
610,3.06,1,63.75,0,9.75,73.5,0
835,3.69,1,86.25,0,13.5,99.75,0
652,2.49,1,67.5,15,10.2,92.7,0
841,4.96,1,93.75,32,13.675,139.425,0
2627,22.93,1,318.75,0,9.75,328.5,0
182,0.8,1,30,0,13.5,43.5,0
598,2.14,1,60,0,6,66,0
540,3.32,1,63.75,27,26.775,117.525,1
513,3.15,1,63.75,0,13.5,77.25,0
3378,26.46,1,378.75,0,26.625,405.375,1
982,4.67,1,97.5,0,6,103.5,0
828,6.92,1,116.25,29,30.625,175.875,1
277,1.08,1,37.5,0,6,43.5,0
375,1.66,1,45,0,9.75,54.75,0
339,1.38,1,41.25,9,6.45,56.7,0
798,2.62,1,75,0,6,81,0
428,1.43,2,48.75,16,6.425,71.175,0
546,4.36,1,75,0,6,81,0
831,3.75,3,82.5,19,13.7,115.2,0
440,1.95,1,52.5,0,13.5,66,0
496,2.16,1,56.25,16,10.25,82.5,0
818,3.83,1,86.25,20,13.45,119.7,0
1951,4.6,1,153.75,0,6,159.75,0
